article_id,title,author,nickname,url,publish_date,publish_year,views,likes,comments,collections,description,language_tags,search_keyword
98165655,html之dl标签,weixin_30865427,weixin_30865427,https://blog.csdn.net/weixin_30865427/article/details/98165655,2016/11/30,2016,273,0,0,0,本文介绍了HTML中定义列表的使用方法，包括dl、dt和dd标签的应用，并通过示例展示了如何创建一个包含不同类型的项目的定义列表。,数据库,深度学习
120127702,halcon 深度 学习报错‘set_dl_model_param‘时爆内存不足,qq_45469981,qq_45469981,https://blog.csdn.net/qq_45469981/article/details/120127702,2021/9/6,2021,2138,0,0,0,当使用多个深度学习库时，显卡内存不足可能导致'set_dl_model_param'报错。为避免此问题，建议在完成一个模型的训练或推理后，使用clear_dl_model清除模型以释放内存。确保GPU资源的有效利用对于深度学习任务至关重要。,"深度学习,pytorch,神经网络",深度学习
87950220,百度上线深度学习可视化工具Visual DL 训练结果“所见即所得”,weixin_34226182,weixin_34226182,https://blog.csdn.net/weixin_34226182/article/details/87950220,2018/1/18,2018,248,0,0,0,百度PaddlePaddle&ECharts团队推出深度学习可视化工具VisualDL，支持多种数据展示功能，如Scalar、Image和Histogram等，便于用户从全局角度把控训练过程。VisualDL易于集成且开放支持多种深度学习框架。,"python,c/c++,javascript",深度学习
142811131,dl_binder_design 项目使用教程,gitblog_00999,贾霓立Delightful,https://blog.csdn.net/gitblog_00999/article/details/142811131,2026/3/23,2026,1441,14,0,0,本文是dl_binder_design项目使用教程。该项目是用于改进从头蛋白质结合剂设计的深度学习项目，目标是提供易用工具集。教程涵盖项目快速启动，包括环境准备、克隆项目、安装环境等，还介绍应用案例、最佳实践及典型生态项目，如AlphaFold2、ProteinMPNN等。,,深度学习
132618768,RTS5772DL揭密，附RTS5772DL开卡固件量产工具，RTS5772、RTS5771主控固态硬盘初现,2301_79346321,IG5236开卡MAP1602量产小能手,https://blog.csdn.net/2301_79346321/article/details/132618768,2023/9/1,2023,866,0,0,0,"本文关注国产固态硬盘市场动态，特别是PCIe4.0SSD价格下滑至普及阶段。介绍了台湾瑞昱(RTS5772DL)控制器的应用，以及一款采用该主控的CFDSFT6000e固态硬盘。文章还提到了当前RTS5772DL开卡软件的稀缺和来源——量产部落网站。,","测试工具,安全性测试",深度学习
151815190,聊聊AI家族（人工智能AI、机器学习ML、深度学习DL、神经网络NN、LLM、Agent）的那些事儿,weixin_38526314,黑客思维者,https://blog.csdn.net/weixin_38526314/article/details/151815190,2025/9/18,2025,1743,35,2,0,本文通过“智能餐厅”的比喻，系统梳理了人工智能（AI）、机器学习（ML）、深度学习（DL）、神经网络（NN）、大语言模型（LLM）和智能体（Agent）之间的嵌套与演化关系。阐明AI是总体目标，ML是实现路径，DL是ML的进阶方法，NN是DL的核心工具，LLM是DL在语言领域的应用，而Agent则是具备感知、决策与行动能力的高级形态。,"机器学习,深度学习,人工智能AI,神经网络NN,LLM,Agent",深度学习
54909686,dl标签与table标签,zhenyu5665,zhenyu5665,https://blog.csdn.net/zhenyu5665/article/details/54909686,2017/2/7,2017,896,1,0,0,本文探讨了使用HTML的dl、dt、dd标签替代table布局的方法，不仅简化代码，还提升了语义化水平。通过对比，展示了这两种方式在实现数据列表时的不同之处。,,深度学习
52088837,Android插件研究系列之DL简析,sggdjfkf147896325,scholarSu,https://blog.csdn.net/sggdjfkf147896325/article/details/52088837,2016/8/1,2016,739,0,0,0,本文详细介绍了DL插件框架的工作原理和技术细节。包括宿主apk如何加载插件apk中的资源和类，以及如何通过代理机制启动插件Activity，实现插件化功能扩展。,"Android,插件化",深度学习
146585042,dl4math：将深度学习应用于数学推理的利器,gitblog_01185,郝隽君,https://blog.csdn.net/gitblog_01185/article/details/146585042,2026/4/30,2026,846,25,0,0,dl4math是聚焦数学推理的开源项目，由多高校学者维护，为研究人员和开发者提供资源库。它涵盖数学单词问题求解、定理证明、几何问题解决等关键技术，可应用于教育、科研辅助、智能问答等场景，具有全面、前沿、实用等特点。,,深度学习
81941289,【DL】深度学习术语汇编（Deep Learning Terminology）,baishuo8,北境の守卫,https://blog.csdn.net/baishuo8/article/details/81941289,2018/8/23,2018,696,0,0,0,本文详细解释了深度学习中的一些核心术语，包括epoch、batch_size、iterations、LCN（局部对比归一化）、weight decay（权值衰减）以及momentum（动量）。了解这些概念对于优化模型和防止过拟合至关重要。,Deep Learning Terminology,深度学习
51538309,深度学习（DL）的数学基础,yuanmeng001,yuanmeng001,https://blog.csdn.net/yuanmeng001/article/details/51538309,2016/5/30,2016,2565,1,0,0,,,深度学习
58654403,dl dt 和dd的用法,happyyyhy,happyyyhy,https://blog.csdn.net/happyyyhy/article/details/58654403,2017/2/28,2017,9140,2,0,0,本文详细介绍了HTML中的DL列表，包括DL、DT和DD标签的用法。DL定义列表，DT定义列表项标题，DD则为标题提供描述。这些标签通常用于定义术语及其含义。,,深度学习
142769515,NR PDSCH(七) DL SPS,modemprotocol,Modem Protocol Notes,https://blog.csdn.net/modemprotocol/article/details/142769515,2024/10/8,2024,291,1,0,0,本文围绕5G网络中DL SPS PDSCH传输展开，介绍了非动态调度下PDSCH SPS传输与PUSCH configured grant type 1和2传输的情况。阐述了RRC/MAC中DL SPS相关参数、HARQ process ID确定等内容，还说明了DL SPS PDSCH的激活与去激活规则，以及其他相关规定和最终DL SPS PDSCH的确认规则。,"5G,智能手机,网络",深度学习
127199647,【DL】第 11 章：自动驾驶汽车的深度学习,sikh_0529,Sonhhxg_柒,https://blog.csdn.net/sikh_0529/article/details/127199647,2022/10/7,2022,1516,4,8,0,本文探讨了深度学习在自动驾驶汽车中的应用，从自动驾驶汽车的研究历史出发，介绍了不同级别的自动化水平，并详细阐述了自动驾驶汽车系统的组件。文章还介绍了3D数据处理方法、模仿学习策略以及Waymo的ChauffeurNet系统。,"自动驾驶,汽车,深度学习",深度学习
120685827,DL深度学习部分成果展示,qq_39797713,微微微微风！,https://blog.csdn.net/qq_39797713/article/details/120685827,2021/10/10,2021,1719,5,0,0,本文展示了基于PyTorch的深度学习模型在遥感影像语义分割和目标检测中的实验结果。使用高分1号遥感影像进行地物分类，采用SegNet模型效果有限；在大型货轮与游泳池检测中，SSD模型表现出较高的召回率与准确度，尤其对大目标检测效果更优。,"深度学习,pytorch,自动驾驶",深度学习
154946339,Java 在机器学习中的应用：基于 DL4J 与 Weka 的完整实战案例,m0_68275685,权泽谦,https://blog.csdn.net/m0_68275685/article/details/154946339,2025/11/17,2025,1306,29,0,0,本文探讨Java在机器学习领域的应用，重点介绍Weka和Deeplearning4j（DL4J）两大框架。通过鸢尾花分类和MNIST手写数字识别两个实例，展示Java实现传统机器学习与深度学习的全过程，涵盖数据预处理、模型构建、训练与评估，并分析Java在工业级AI部署中的优势。,"java,机器学习,数据挖掘",深度学习
155391657,（论文速读）BV-DL：融合双目视觉和深度学习的高速列车轮轨动态位移检测,lj1147517021,这张生成的图像能检测吗,https://blog.csdn.net/lj1147517021/article/details/155391657,2025/11/29,2025,1027,23,0,0,本文提出BV-DL方法，融合双目视觉与深度学习实现高速列车轮轨动态位移的实时检测。通过自顶向下关键点检测网络定位像素坐标，结合双目视觉构建3D坐标变换模型，精确计算真实空间位移。实验表明其在精度与速度上均优于传统方法和多种深度学习模型。,"人工智能,深度学习,计算机视觉,关键点检测,激光传感器,双目视觉",深度学习
81809834,36 深度学习 揭开DL的神秘面纱,jiaxinhong,《一夜飘零》,https://blog.csdn.net/jiaxinhong/article/details/81809834,2018/8/19,2018,7114,0,0,0,本文介绍了深度学习的基本概念，包括其在人工智能领域的层级位置、神经元模型的工作原理、全连接层的具体结构及训练方法，并提供了Python中使用Keras进行深度学习实现的方法。,,深度学习
120248527,邱锡鹏DL经典-神经网络与深度学习,lqfarmer,,https://blog.csdn.net/lqfarmer/article/details/120248527,2021/9/12,2021,502,0,0,0,本书全面介绍了神经网络和深度学习的知识体系，包括机器学习基础、神经网络模型和概率图模型。内容深入浅出，强调实践性，配有编程练习帮助读者巩固理论知识。此外，书中还分享了邱锡鹏老师的免费资源链接，适合初学者和进阶者学习。,"神经网络,人工智能,深度学习",深度学习
122413355,DL深度学习实验管理脚本,my_communication,大别山伧父,https://blog.csdn.net/my_communication/article/details/122413355,2022/1/10,2022,1913,0,0,0,本文介绍了深度学习项目的实验管理，包括日志文件记录运行过程，权重文件保存以进行断点续训和选择最优结果，TensorBoard用于可视化训练过程，配置文件详细记录参数，以及代码备份确保版本控制。,"python,深度学习,pytorch",深度学习
108330455,dl 学习路线,zhou_dao,心之所向~~,https://blog.csdn.net/zhou_dao/article/details/108330455,2020/8/31,2020,211,0,0,0,博客链接指向DL学习路线相关内容，虽未展示具体信息，但推测围绕深度学习学习路径展开，可能包含学习步骤、方法等信息技术领域关键信息。,,深度学习
129820982,【地震反演问题的深度学习方法】,qq_52245889,看海天一色听风起雨落,https://blog.csdn.net/qq_52245889/article/details/129820982,2023/3/28,2023,1268,0,1,0,本文探讨了地震反演作为地球物理分析工具的重要性，特别是在碳氢化合物勘探和地下结构分析中的作用。文章深入研究了深度学习（DL）方法如何用于解决地震反演问题，包括速度、阻抗和反射率模型的重建。提出了两种DL方法，即DL-based和DL-assistedFWI，并讨论了特征提取和高级解决方案，如基于GAN的模型。文章强调了DL在处理地震数据中的潜力，尤其是在解决高精度地下建模需求方面。,"深度学习,人工智能,神经网络",深度学习
147302782,RTS5732DL 固态硬盘开卡工具,gitblog_06715,钟涛翰Royal,https://blog.csdn.net/gitblog_06715/article/details/147302782,2025/4/17,2025,538,5,0,0,RTS5732DL固态硬盘开卡工具专为Realtek RTS5732DL主控的固态硬盘设计，可提供初始化与维护支持。该工具包含bisc3 1.72、b0kb 1.79和b16a 1.76等多个版本，使用前需阅读指南，避免硬件损坏，适用于硬盘管理与优化。,,深度学习
49944561,Android 使用动态加载框架DL进行插件化开发,u010897392,-小猪-,https://blog.csdn.net/u010897392/article/details/49944561,2015/11/20,2015,458,0,0,0,本文探讨了如何利用动态加载框架DL解决应用体积膨胀、频繁更新导致用户粘性降低的问题。通过将应用功能模块化为插件，用户仅在需要时下载并启用，避免了安装和卸载过程，提高了用户体验。文中介绍了DL框架的使用方法，包括获取项目代码、开发插件、宿主工程整合等步骤，并推荐了一个开源项目DL作为实例。,android,深度学习
142220604,突破深度学习入门瓶颈：learn_dl项目全场景问题解决方案,gitblog_09066,朱焰宁Ulva,https://blog.csdn.net/gitblog_09066/article/details/142220604,2024/9/13,2024,955,18,0,0,learn_dl是面向初学者的深度学习算法源代码项目，用Python编写。新手使用时可能遇到环境配置、数据加载、模型训练等问题。针对环境配置可检查Python版本、安装依赖库、解决版本冲突；数据加载可检查路径、修改配置文件、手动加载；模型训练可检查配置、监控过程、调整超参数。,,深度学习
113489525,oracle生成api_测试深度学习库中的Oracle近似研究,weixin_42659791,Kinonoyomeo,https://blog.csdn.net/weixin_42659791/article/details/113489525,2021/1/30,2021,192,0,0,0,本文探讨了深度学习(DL)库测试中Oracle近似断言的使用，发现它们在DL库测试中普遍存在，约占断言的5％-25％。研究了四个流行DL库(TensorFlow，PyTorch，Theano和Keras)的Oracle近似实践，揭示了测试预言和阈值的多样性，以及开发人员在维护Oracle近似断言时面临的挑战，包括选择预言源、确定近似阈值和代码更改。研究还发现，开发人员经常因代码演化而修改Oracle近似断言，这可能导致测试维护的困难。,oracle生成api,深度学习
142710880,深度学习（DL/ML）学习路径,weixin_58187233,力学AI有限元,https://blog.csdn.net/weixin_58187233/article/details/142710880,2024/10/5,2024,2646,34,0,0,本文是作者学习深度学习及其相关技术的总结，按学习路径介绍各部分内容。涵盖数学基础、Python、机器学习算法、深度学习等，还涉及大模型、视频理解、强化学习等主题，推荐了学习书籍、实践环境和工具，最后给出学习建议。,"深度学习,学习,人工智能",深度学习
152305529,ESP-DL实战案例：构建人脸识别系统从模型训练到ESP部署,gitblog_00749,皮静滢Annette,https://blog.csdn.net/gitblog_00749/article/details/152305529,2025/9/30,2025,1157,22,0,0,本文基于ESP-DL深度学习库，详述在ESP32系列芯片（如ESP32-S3、ESP32-P4）上构建端侧人脸识别系统的完整流程：涵盖人脸检测、特征提取与比对三大模块；模型训练、量化优化；SPI Flash存储、内存与功耗优化；以及性能评估（准确率、推理速度、内存占用）。所有代码均来自ESP-DL官方示例，适配AIoT边缘部署场景。,,深度学习
109958342,【DL_sharing】深度学习开发环境配置及简单案例分享,weixin_45392081,放羊Wa,https://blog.csdn.net/weixin_45392081/article/details/109958342,2020/11/22,2020,439,0,5,0,本文详细介绍深度学习开发环境的配置过程，包括操作系统选择、显卡驱动安装、CUDA及cuDNN设置等内容，并推荐了conda、Jupyter Notebook及PyCharm等实用工具。此外，还介绍了常用的数据标注工具及目标检测案例。,"python,深度学习,开发工具",深度学习
141740894,Digital-Life-DL-B 开源项目教程,gitblog_00362,包椒浩Leith,https://blog.csdn.net/gitblog_00362/article/details/141740894,2024/8/31,2024,595,17,0,0,本文是 Digital-Life-DL-B 开源项目教程，该项目基于 ChatGLM、Wav2Lip、So-VITS 组建数字形象方案，可增加组件实现数字生命效果。介绍了项目快速启动步骤，包括环境准备、克隆与运行项目，还列举家庭自动化等应用案例及 DL-C、DL-D 等生态项目。,,深度学习
118289718,"html列表标记dl dt dd,HTML列表标记：dl、dt、dd分享",weixin_32691939,梦尽需终,https://blog.csdn.net/weixin_32691939/article/details/118289718,2021/6/28,2021,1276,0,0,0,本文介绍了HTML中的定义列表（DL）及其组成部分DT和DD的用法。DL是一种特殊列表，用于展示词条及其解释，适用于需要解释或描述场景。文章强调了DL、DT、DD之间的逻辑关系及正确使用方法。,html列表标记dl dt dd,深度学习
150610871,DAY01：【DL】深度学习的概述,ch3_ch2_cho,了不起ᵈᵉ滤波器,https://blog.csdn.net/ch3_ch2_cho/article/details/150610871,2025/8/22,2025,1155,38,0,0,本文系统介绍了深度学习的基本概念、技术原理及其在人工智能体系中的定位，重点对比了深度学习与传统机器学习在特征提取、可解释性和算力需求方面的差异。文章还阐述了深度学习的四大发展阶段，并梳理了其在计算机视觉、自然语言处理等领域的广泛应用，揭示了数据、算力和算法框架三大基础支撑要素。,"机器学习,人工智能,深度学习",深度学习
131136358,HTML ＜dl＞ 标签,lijiming2185,玄链教育,https://blog.csdn.net/lijiming2185/article/details/131136358,2023/6/9,2023,1850,0,0,0,本文介绍了HTML中的＜dl＞标签，包括其在实例中的应用、浏览器的广泛支持情况、定义与用法，并对比了HTML与XHTML之间的差异。,"firefox,前端",深度学习
50353479,APK动态加载框架（DL）解析,gaojinshan,杭州山不高,https://blog.csdn.net/gaojinshan/article/details/50353479,2015/12/18,2015,669,0,1,0,DL是一个支持插件化开发的APK动态加载框架，它允许插件无需安装即可调起，并支持资源访问、多种宿主插件通信模式及透明高效的开发流程。,,深度学习
103995466,为什么需要硬件加速来验证深度学习设计？,liubin1222,路科验证,https://blog.csdn.net/liubin1222/article/details/103995466,2020/1/15,2020,1568,2,1,0,本文探讨了深度学习（DL）及其子类卷积神经网络（CNN）如何改变了图像识别领域，从传统CPU架构的局限性到DL在图像识别上超越人类能力的过程。CNN的复杂性、验证挑战及硬件加速的需求亦被详细讨论。,,深度学习
112553976,DL也懂纹理吗——图像的纹理特征,zcg1942,zcg1942,https://blog.csdn.net/zcg1942/article/details/112553976,2021/1/13,2021,396,0,1,0,工作中DL模型对少量负样本分类出错，为探究两类样本差异及DL依赖的图像特征，先搜集样本并打标签。介绍基于灰度共生矩阵（GLCM）的特征，可约定像素对相对位置得到多个GLCM实现旋转不变性，还介绍基于GLCM的统计量及用Python获取GLCM和纹理特征的方法，以及多种矩特征。,"python,计算机视觉",深度学习
135352517,DL-20&DL-22&DL-30&DL-43P无线串口透传和ZigBee组网使用方法,weixin_45031928,后厂村路练习生,https://blog.csdn.net/weixin_45031928/article/details/135352517,2024/1/2,2024,3620,19,8,0,本文详细介绍了DL-20、DL-22、DL-30和DL-43P无线串口透传模块，基于CC2530芯片，适用于IEEE802.15.4标准，适用于Zigbee和RF4CE应用，提供功能实现、参数解读和模块尺寸原理图。同时提及了Zigbee模块学习的相关资源。,嵌入式硬件,深度学习
120452063,dl元素的使用,weixin_45737330,酷小亚,https://blog.csdn.net/weixin_45737330/article/details/120452063,2021/9/24,2021,581,1,0,0,本文介绍了HTML中定义列表（dl元素）的使用方法及注意事项，通过实例展示如何利用dt和dd标签对术语进行解释说明。,"html,html5",深度学习
133182446,使用Java编写基于深度学习的图像分类系统,cybersparkz,代码探险狂人,https://blog.csdn.net/cybersparkz/article/details/133182446,2023/9/22,2023,491,0,0,0,本文介绍了如何使用Java和深度学习库DL4J构建一个图像分类系统。首先确保安装了JDK和深度学习库，接着准备包含训练图像和对应标签的数据集，然后构建基于卷积神经网络（CNN）的模型，最后加载并预处理数据进行训练。,"java,深度学习,分类,Java",深度学习
54634142,_dl_runtime_resolve源码分析,conansonic,二侠,https://blog.csdn.net/conansonic/article/details/54634142,2017/1/23,2017,8845,9,1,0,本文详细剖析了glibc中_dl_runtime_resolve函数的工作原理及其在进程运行时如何动态修改函数地址实现重定位。通过源码逐行解读，展示了_dl_runtime_resolve如何调用_dl_fixup进行符号重定位，并进一步深入分析了_dl_fixup中的符号查找与修正流程。,,深度学习
111744616,"铃木dl250参数_铃木DL250,铃木GSX250,铃木GW250重量多少？哪款最值得买？",weixin_39973196,weixin_39973196,https://blog.csdn.net/weixin_39973196/article/details/111744616,2020/12/20,2020,1287,0,0,0,豪爵铃木在国内发展良好，推出了GW250、GSX250和DL250三款250cc车型。文章对比了它们的整备质量，分析了驾驶感受，并指出DL250适合摩旅，GW250用途多样，GSX250适合日常代步和场地驾驶，建议按需选车。,铃木dl250参数,深度学习
117672267,【DL/ML】深度学习初探 and 数学基础,qq_35812205,山顶夕景,https://blog.csdn.net/qq_35812205/article/details/117672267,2021/6/7,2021,1584,7,5,0,本文深入介绍了深度学习的数学基础，包括神经网络的构成和数据表示。张量作为基本数据结构，涵盖向量、矩阵和更高维张量。数据批量、时间序列和图像数据的张量表示被详细阐述。此外，讨论了张量运算，如逐元素运算、广播、张量点积和变形，以及它们在神经网络中的作用。最后，简要概述了基于梯度的优化方法，如随机梯度下降和反向传播算法，这些都是训练神经网络的关键过程。,"深度学习,神经网络",深度学习
157960561,PCIe数据链路层状态解析：DL_UP与DL_Active的实战应用指南,weixin_29219539,Angie洛林,https://blog.csdn.net/weixin_29219539/article/details/157960561,2026/2/11,2026,344,3,0,0,本文深入解析PCIe数据链路层核心状态DL_Active与DL_Up的定义、功能差异及转换关系，涵盖DLCMSM状态机行为、硬件设计中的信号同步与时序约束、常见误用场景（如过早传输、信号抖动）、调试方法（寄存器读取、LTSSM日志、逻辑分析仪）以及流量控制初始化（InitFC1/InitFC2）对DL_Up生效的关键作用。,"PCIe,数据链路层,硬件设计",深度学习
119463828,【DL4J】DeepLearning4J学习,strawcherry_wj,strawcherry_wj,https://blog.csdn.net/strawcherry_wj/article/details/119463828,2021/8/6,2021,1284,0,0,0,本文档详细介绍了深度学习框架DL4J的学习资源，包括官方中文文档、依赖jar包、官方示例、安装配置教程以及一系列实战教程。提供链接帮助读者从入门到实践，覆盖了从理论讲解到实际操作的全过程。,deep learning,深度学习
112273847,铃木dl250参数_日本发布2020款铃木DL250，售价比国内高，动力还比国内小,weixin_39543478,weixin_39543478,https://blog.csdn.net/weixin_39543478/article/details/112273847,2021/1/2,2021,2363,0,0,0,铃木新款V-Strom250在日本上市，即国内DL250，新增迷彩灰色配色。动力略有调整，日本地区最大功率18kW，扭矩22N.m。ABS版售价约4.04万元人民币，国内版本更实惠。,铃木dl250参数,深度学习
140508665,AI、ML、DL 和 DS 之间的区别,xiefeng240601,谢.锋,https://blog.csdn.net/xiefeng240601/article/details/140508665,2024/7/17,2024,7014,16,0,0,本文阐述了人工智能(AI)、机器学习(ML)、深度学习(DL)和数据科学(DS)的区别与联系，涵盖了从基本定义到具体应用的各个方面，并介绍了相关领域的关键技术与工具。,"人工智能,机器学习,深度学习,数据科学",深度学习
126328190,人工智能（AI）、机器学习（ML）和深度学习（DL）：有什么区别？ | Linux 中国（转载）,m0_46232425,小菜元,https://blog.csdn.net/m0_46232425/article/details/126328190,2022/8/14,2022,1002,63,47,0,本文探讨了人工智能（AI）、机器学习（ML）和深度学习（DL）之间的区别。AI是最广泛的概念，涉及让机器模仿人类行为。机器学习是AI的一部分，通过算法使系统自我学习和改进。深度学习是AI和ML的深化，利用复杂的神经网络进行模型训练。随着GPU的发展和大数据的可用性，这三个领域都在不断发展，对我们的生活产生深远影响。,"机器学习,决策树,人工智能",深度学习
128074123,【DL with Pytorch】第 1 章 ：深度学习与PyTorch简介,sikh_0529,Sonhhxg_柒,https://blog.csdn.net/sikh_0529/article/details/128074123,2022/11/28,2022,922,6,8,0,本文介绍了深度学习的基础，包括其流行的原因和应用。接着，深入探讨了PyTorch，一个由Facebook开发的深度学习库，强调了其使用GPU加速计算的优势。PyTorch的张量、autograd库和nn模块的介绍为构建神经网络奠定了基础。通过实践练习，读者将学习如何创建和训练单层神经网络，并理解其工作原理。,"深度学习,pytorch,人工智能",深度学习
105695535,Java深度学习食谱发布！,cunxiedian8614,cunxiedian8614,https://blog.csdn.net/cunxiedian8614/article/details/105695535,2020/4/22,2020,203,0,0,0,本书《Java深度学习实战》已正式发布，适合已有深度学习基础并对DL4J有所了解的读者。作者邀请读者直接访问GitHub存储库，进行克隆并利用其中资源。本书详细介绍了如何在Java环境下应用深度学习技术。,java,深度学习
118347526,"html dl和table,dl标签和table标签",weixin_34979632,何普,https://blog.csdn.net/weixin_34979632/article/details/118347526,2021/6/30,2021,513,0,0,0,本文详细介绍了HTML中的dl、table等标签的使用方法，并探讨了div标签与CSS结合如何模拟表格效果，以及不同列表标签的基本语法。,html dl和table,深度学习
70332455,DL4J矩阵的常用操作,u011669700,寒沧,https://blog.csdn.net/u011669700/article/details/70332455,2017/4/21,2017,1973,0,0,0,这篇博客介绍了DL4J库中用于处理矩阵的常见操作，包括如何使用ND4J创建和操作矩阵。通过链接提供了详细的ND4J入门教程。,,深度学习
112273835,铃木dl250参数_终于不用再看DL250，铃木引进更大排量车型，51kW双缸摩旅新选择...,weixin_42102220,slaslady,https://blog.csdn.net/weixin_42102220/article/details/112273835,2021/1/2,2021,2737,0,0,0,铃木全新款DL650预计10月上市，该车配备51kW V型双缸发动机，拥有牵引力控制系统及三段可调TC等功能。新款DL650在外观上采用了V-Strom1000设计理念，车身更显年轻化。,铃木dl250参数,深度学习
99785571,使用 DL4J 训练中文词向量,weixin_30737433,weixin_30737433,https://blog.csdn.net/weixin_30737433/article/details/99785571,2018/6/6,2018,363,0,0,0,本文介绍如何使用DL4J进行中文词向量的训练过程，包括预处理、训练及调用训练好的词向量。通过具体的代码示例展示了整个流程。,,深度学习
77934544,android插件化框架DL学习笔记及漫谈一点插件化技术,itbigger,搬砖买股票,https://blog.csdn.net/itbigger/article/details/77934544,2017/9/11,2017,818,1,0,0,本文介绍了DL框架(dynamic-load-apk)的基本用法及原理，通过实际案例展示如何应用DL框架实现Android插件化，深入剖析源码并提供扩展思路。,"Android,github,插件,框架,架构",深度学习
117819818,"html dl没有效果,html – 为什么没有dt标签的dl标签会验证",weixin_42342882,黄嘉泰,https://blog.csdn.net/weixin_42342882/article/details/117819818,2021/6/11,2021,357,0,0,0,本文探讨了HTML4和HTML5中标记验证的区别，重点在于HTML4使用DTD验证标记结构，而HTML5更明确地定义了语义，如dl元素的子元素关系。文章解释了为何HTML4不强制每个dl必须包含dt，并指出HTML5对dl元素内容模型的清晰描述。,html dl没有效果,深度学习
146904516,【机器学习vs深度学习】,yanwenwennihao,严文文-Chris,https://blog.csdn.net/yanwenwennihao/article/details/146904516,2025/4/1,2025,1020,15,0,0,本文详细对比了机器学习（ML）与深度学习（DL）。ML依赖人工设计特征，训练快、调参简单，小数据场景表现好；DL自动提取特征，训练耗时、超参数多，大数据复杂任务更优。还给出了选择建议，如数据量小选ML，处理非结构化数据且数据算力充足选DL。,"机器学习,深度学习,人工智能",深度学习
121700711,dl_inference ：成功申报中国科协开源评选,csdn_codechina,AtomGit 代码君,https://blog.csdn.net/csdn_codechina/article/details/121700711,2021/12/3,2021,502,0,0,0,dl_inference是中国科协开源评选的项目，由58同城推出，提供统一的深度学习推理服务，支持TensorFlow和PyTorch模型。它简化了模型部署，实现多节点负载均衡，支持GPU和CPU部署，处理线上推理请求。通过dl_inference，用户可以更方便地将深度学习模型应用于生产环境。,"pytorch,深度学习,tensorflow",深度学习
142163005,Matterport-DL 项目使用教程,gitblog_00186,姬彭霖Hortense,https://blog.csdn.net/gitblog_00186/article/details/142163005,2024/9/12,2024,505,3,0,0,本文是Matterport-DL项目使用教程。该项目是用于下载和归档Matterport 3D/VR游览的Python工具，代码开源。介绍了项目快速启动的安装和使用方法，列举了文化保存、教育等应用案例及相关最佳实践，还提及可结合3D模型编辑等生态项目扩展功能。,,深度学习
102680249,代码详解：如何借助Valohai进行Java深度学习,duxinshuxiaobian,「已注销」,https://blog.csdn.net/duxinshuxiaobian/article/details/102680249,2019/10/22,2019,452,1,0,0,本文介绍如何使用Valohai云服务和Deeplearning4j（DL4J）进行深度学习模型的训练和评估，涵盖了代码构建、模型训练、评估以及在Valohai平台上进行的全过程。,"代码详解,Valohai,JAVA,深度学习,人工智能",深度学习
157951333,深入解析PCIE数据链路层：DL_UP与DL_ACTIVE状态机制与应用,weixin_28475533,夜雨穿林,https://blog.csdn.net/weixin_28475533/article/details/157951333,2026/2/11,2026,297,5,0,0,本文深入剖析PCIe数据链路层中DL_UP和DL_ACTIVE两个核心状态信号的定义、触发条件、状态转换逻辑及工程实践。DL_UP标志链路就绪，需满足物理层训练完成、流量控制初始化完毕及重传缓冲区就绪三要素；DL_ACTIVE代表数据链路层可正常收发TLP/DLLP并执行错误恢复。文章涵盖硬件设计要点、驱动开发技巧、性能优化策略、调试工具链及典型设计陷阱，并指出其在PCIe 9.0之前的版本中保持高度兼容性。,"PCIE,数据链路层,DL_UP,DL_ACTIVE",深度学习
91639186,【移动端DL框架】当前主流的移动端深度学习框架一览,hacker_long,言有三,https://blog.csdn.net/hacker_long/article/details/91639186,2019/6/16,2019,1374,1,0,0,本文介绍了当前流行的移动端深度学习框架，如TensorFlow Lite、CoreML、Caffe2、ncnn、Paddle-Mobile等，涵盖了从谷歌、苹果、Facebook、腾讯、小米到阿里巴巴的众多知名公司产品。这些框架旨在将深度学习模型部署于手机等设备，支持模型训练后的迁移与推理。,,深度学习
149340952,机器学习（ML）、深度学习（DL）、强化学习（RL）：人工智能的三驾马车,loving_enjoy,Loving_enjoy,https://blog.csdn.net/loving_enjoy/article/details/149340952,2025/7/14,2025,555,3,0,0,本文深入探讨了人工智能领域的三大核心技术：机器学习（ML）、深度学习（DL）和强化学习（RL）。从它们的定义、核心优势与局限性，到实际应用案例，再到未来的发展趋势，全面解析了这三种学习方式如何共同构成了AI的核心支柱。文章还探讨了如何将这三种技术融合，以解决现实世界中的复杂问题，并展望了AI技术的未来发展方向。,"人工智能,深度学习,迁移学习,经验分享",深度学习
92047388,深度学习讲座,weixin_34380781,weixin_34380781,https://blog.csdn.net/weixin_34380781/article/details/92047388,2016/6/15,2016,310,0,0,0,本文介绍了深度学习在多个领域的应用案例，如图像处理、健康数据分析等，并探讨了深度学习的技术架构，包括硬件层面的Nvidia DL stack、软件层面的CUDA编程工具包以及Caffe、Torch等深度学习框架。,"人工智能,python",深度学习
